coefficient,value,model_domain,model_version
Rx_NE_Lo_ESRD_NOD_x_M0_34,1.927,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M35_44,1.957,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M45_54,1.957,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M55_59,1.957,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M60_64,2.013,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M65,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M66,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M67,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M68,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M69,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M70_74,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M75_79,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M80_84,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M85_89,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M90_94,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_NOD_x_M95_GT,2.124,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F65,1.625,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F66,1.091,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F67,1.091,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F68,1.091,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F69,0.975,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F70_74,0.894,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F75_79,0.707,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F80_84,0.707,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F85_89,0.707,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F90_94,0.443,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_F95_GT,0.443,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M65,1.419,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M66,0.907,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M67,0.893,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M68,0.893,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M69,0.655,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M70_74,0.655,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M75_79,0.647,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M80_84,0.647,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M85_89,0.647,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M90_94,0.349,RxHCC,R08
Rx_NE_Lo_NESRD_OD_x_M95_GT,0.349,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F65,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F66,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F67,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F68,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F69,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F70_74,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F75_79,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F80_84,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F85_89,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F90_94,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_F95_GT,2.02,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M65,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M66,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M67,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M68,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M69,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M70_74,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M75_79,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M80_84,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M85_89,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M90_94,2.124,RxHCC,R08
Rx_NE_Lo_ESRD_OD_x_M95_GT,2.124,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F0_34,3.742,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F35_44,3.58,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F45_54,3.501,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F55_59,2.87,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F60_64,2.838,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F65,2.721,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F66,2.721,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F67,2.721,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F68,1.755,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F69,1.755,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F70_74,1.617,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F75_79,1.617,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F80_84,1.269,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F85_89,0.948,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F90_94,0.741,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_F95_GT,0.554,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M0_34,3.304,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M35_44,2.931,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M45_54,2.813,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M55_59,2.718,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M60_64,2.28,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M65,2.366,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M66,2.366,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M67,1.764,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M68,1.764,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M69,1.764,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M70_74,1.764,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M75_79,1.578,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M80_84,1.158,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M85_89,0.968,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M90_94,0.968,RxHCC,R08
Rx_NE_LTI_NESRD_NOD_x_M95_GT,0.968,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F0_34,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F35_44,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F45_54,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F55_59,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F60_64,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F65,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F66,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F67,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F68,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F69,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F70_74,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F75_79,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F80_84,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F85_89,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F90_94,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_F95_GT,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M0_34,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M35_44,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M45_54,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M55_59,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M60_64,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M65,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M66,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M67,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M68,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M69,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M70_74,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M75_79,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M80_84,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M85_89,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M90_94,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_NOD_x_M95_GT,2.521,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F65,2.721,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F66,2.721,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F67,2.721,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F68,1.755,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F69,1.755,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F70_74,1.617,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F75_79,1.617,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F80_84,1.269,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F85_89,0.948,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F90_94,0.741,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_F95_GT,0.554,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M65,2.366,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M66,2.366,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M67,1.764,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M68,1.764,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M69,1.764,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M70_74,1.764,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M75_79,1.578,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M80_84,1.158,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M85_89,0.968,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M90_94,0.968,RxHCC,R08
Rx_NE_LTI_NESRD_OD_x_M95_GT,0.968,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F65,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F66,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F67,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F68,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F69,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F70_74,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F75_79,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F80_84,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F85_89,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F90_94,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_F95_GT,2.625,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M65,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M66,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M67,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M68,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M69,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M70_74,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M75_79,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M80_84,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M85_89,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M90_94,2.521,RxHCC,R08
Rx_NE_LTI_ESRD_OD_x_M95_GT,2.521,RxHCC,R08
Rx_CE_NoLowAged_F65_69,0.098,RxHCC,R08
Rx_CE_NoLowAged_F70_74,0.078,RxHCC,R08
Rx_CE_NoLowAged_F75_79,0.011,RxHCC,R08
Rx_CE_NoLowAged_F80_84,0.011,RxHCC,R08
Rx_CE_NoLowAged_F85_89,0.011,RxHCC,R08
Rx_CE_NoLowAged_F90_94,0.011,RxHCC,R08
Rx_CE_NoLowAged_F95_GT,0.011,RxHCC,R08
Rx_CE_NoLowAged_M65_69,0.175,RxHCC,R08
Rx_CE_NoLowAged_M70_74,0.144,RxHCC,R08
Rx_CE_NoLowAged_M75_79,0.119,RxHCC,R08
Rx_CE_NoLowAged_M80_84,0.012,RxHCC,R08
Rx_CE_NoLowAged_M85_89,0.012,RxHCC,R08
Rx_CE_NoLowAged_M90_94,0.012,RxHCC,R08
Rx_CE_NoLowAged_M95_GT,0.012,RxHCC,R08
Rx_CE_NoLowAged_F65OD,0.021,RxHCC,R08
Rx_CE_NoLowAged_M65OD,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC1,7.94,RxHCC,R08
Rx_CE_NoLowAged_RXHCC5,0.436,RxHCC,R08
Rx_CE_NoLowAged_RXHCC15,4.702,RxHCC,R08
Rx_CE_NoLowAged_RXHCC16,12.844,RxHCC,R08
Rx_CE_NoLowAged_RXHCC17,4.702,RxHCC,R08
Rx_CE_NoLowAged_RXHCC18,2.623,RxHCC,R08
Rx_CE_NoLowAged_RXHCC19,2.623,RxHCC,R08
Rx_CE_NoLowAged_RXHCC20,0.517,RxHCC,R08
Rx_CE_NoLowAged_RXHCC21,0.412,RxHCC,R08
Rx_CE_NoLowAged_RXHCC22,0.112,RxHCC,R08
Rx_CE_NoLowAged_RXHCC30,0.586,RxHCC,R08
Rx_CE_NoLowAged_RXHCC31,0.247,RxHCC,R08
Rx_CE_NoLowAged_RXHCC40,2.709,RxHCC,R08
Rx_CE_NoLowAged_RXHCC41,4.566,RxHCC,R08
Rx_CE_NoLowAged_RXHCC42,1.71,RxHCC,R08
Rx_CE_NoLowAged_RXHCC43,0.008,RxHCC,R08
Rx_CE_NoLowAged_RXHCC44,0.061,RxHCC,R08
Rx_CE_NoLowAged_RXHCC47,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC54,0.225,RxHCC,R08
Rx_CE_NoLowAged_RXHCC55,0.225,RxHCC,R08
Rx_CE_NoLowAged_RXHCC56,0.282,RxHCC,R08
Rx_CE_NoLowAged_RXHCC59,0.929,RxHCC,R08
Rx_CE_NoLowAged_RXHCC65,0.358,RxHCC,R08
Rx_CE_NoLowAged_RXHCC66,0.22,RxHCC,R08
Rx_CE_NoLowAged_RXHCC67,0.549,RxHCC,R08
Rx_CE_NoLowAged_RXHCC80,0.134,RxHCC,R08
Rx_CE_NoLowAged_RXHCC81,0.809,RxHCC,R08
Rx_CE_NoLowAged_RXHCC82,0.759,RxHCC,R08
Rx_CE_NoLowAged_RXHCC83,0.205,RxHCC,R08
Rx_CE_NoLowAged_RXHCC84,0.087,RxHCC,R08
Rx_CE_NoLowAged_RXHCC87,0.044,RxHCC,R08
Rx_CE_NoLowAged_RXHCC95,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC96,0.775,RxHCC,R08
Rx_CE_NoLowAged_RXHCC98,10.759,RxHCC,R08
Rx_CE_NoLowAged_RXHCC99,0.503,RxHCC,R08
Rx_CE_NoLowAged_RXHCC100,0.334,RxHCC,R08
Rx_CE_NoLowAged_RXHCC111,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC112,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC130,0.187,RxHCC,R08
Rx_CE_NoLowAged_RXHCC131,0.187,RxHCC,R08
Rx_CE_NoLowAged_RXHCC132,0.023,RxHCC,R08
Rx_CE_NoLowAged_RXHCC133,0.005,RxHCC,R08
Rx_CE_NoLowAged_RXHCC146,0.638,RxHCC,R08
Rx_CE_NoLowAged_RXHCC147,0.638,RxHCC,R08
Rx_CE_NoLowAged_RXHCC148,0.638,RxHCC,R08
Rx_CE_NoLowAged_RXHCC153,1.533,RxHCC,R08
Rx_CE_NoLowAged_RXHCC154,1.054,RxHCC,R08
Rx_CE_NoLowAged_RXHCC155,0.037,RxHCC,R08
Rx_CE_NoLowAged_RXHCC157,4.327,RxHCC,R08
Rx_CE_NoLowAged_RXHCC158,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC159,1.486,RxHCC,R08
Rx_CE_NoLowAged_RXHCC160,1.944,RxHCC,R08
Rx_CE_NoLowAged_RXHCC161,0.434,RxHCC,R08
Rx_CE_NoLowAged_RXHCC163,0.179,RxHCC,R08
Rx_CE_NoLowAged_RXHCC164,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC166,0.081,RxHCC,R08
Rx_CE_NoLowAged_RXHCC168,0.052,RxHCC,R08
Rx_CE_NoLowAged_RXHCC183,1.368,RxHCC,R08
Rx_CE_NoLowAged_RXHCC184,0.21,RxHCC,R08
Rx_CE_NoLowAged_RXHCC186,0.183,RxHCC,R08
Rx_CE_NoLowAged_RXHCC187,0.049,RxHCC,R08
Rx_CE_NoLowAged_RXHCC188,0.064,RxHCC,R08
Rx_CE_NoLowAged_RXHCC191,0.125,RxHCC,R08
Rx_CE_NoLowAged_RXHCC193,0.511,RxHCC,R08
Rx_CE_NoLowAged_RXHCC207,0.161,RxHCC,R08
Rx_CE_NoLowAged_RXHCC215,0.398,RxHCC,R08
Rx_CE_NoLowAged_RXHCC225,8.025,RxHCC,R08
Rx_CE_NoLowAged_RXHCC226,4.538,RxHCC,R08
Rx_CE_NoLowAged_RXHCC227,0.336,RxHCC,R08
Rx_CE_NoLowAged_RXHCC228,0.897,RxHCC,R08
Rx_CE_NoLowAged_RXHCC229,0.186,RxHCC,R08
Rx_CE_NoLowAged_RXHCC243,0.147,RxHCC,R08
Rx_CE_NoLowAged_RXHCC244,0.01,RxHCC,R08
Rx_CE_NoLowAged_RXHCC260,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC261,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC262,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC263,0,RxHCC,R08
Rx_CE_NoLowAged_RXHCC311,0.137,RxHCC,R08
Rx_CE_NoLowAged_RXHCC314,0.261,RxHCC,R08
Rx_CE_NoLowAged_RXHCC316,0.181,RxHCC,R08
Rx_CE_NoLowAged_RXHCC317,0.043,RxHCC,R08
Rx_CE_NoLowAged_RXHCC355,0.762,RxHCC,R08
Rx_CE_NoLowAged_RXHCC395,4.362,RxHCC,R08
Rx_CE_NoLowAged_RXHCC396,0,RxHCC,R08
Rx_CE_NoLowNoAged_F0_34,0.26,RxHCC,R08
Rx_CE_NoLowNoAged_F35_44,0.333,RxHCC,R08
Rx_CE_NoLowNoAged_F45_54,0.335,RxHCC,R08
Rx_CE_NoLowNoAged_F55_59,0.226,RxHCC,R08
Rx_CE_NoLowNoAged_F60_64,0.168,RxHCC,R08
Rx_CE_NoLowNoAged_M0_34,0.221,RxHCC,R08
Rx_CE_NoLowNoAged_M35_44,0.238,RxHCC,R08
Rx_CE_NoLowNoAged_M45_54,0.225,RxHCC,R08
Rx_CE_NoLowNoAged_M55_59,0.218,RxHCC,R08
Rx_CE_NoLowNoAged_M60_64,0.223,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC1,9.314,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC5,0.463,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC15,3.945,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC16,12.971,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC17,3.945,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC18,2.196,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC19,2.196,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC20,0.431,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC21,0.091,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC22,0.079,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC30,0.674,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC31,0.276,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC40,6.949,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC41,13.205,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC42,4.262,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC43,0.056,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC44,0.127,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC47,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC54,0.323,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC55,0.323,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC56,0.532,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC59,1.063,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC65,0.568,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC66,0.568,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC67,0.865,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC80,0.184,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC81,0.601,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC82,0.895,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC83,0.229,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC84,0.115,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC87,0.197,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC95,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC96,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC98,57.648,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC99,0.474,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC100,0.245,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC111,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC112,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC130,0.224,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC131,0.086,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC132,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC133,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC146,0.279,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC147,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC148,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC153,3.295,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC154,1.757,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC155,0.163,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC157,8.466,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC158,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC159,1.714,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC160,1.579,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC161,0.748,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC163,0.404,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC164,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC166,0.165,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC168,0.101,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC183,5.024,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC184,0.334,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC186,0.117,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC187,0.01,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC188,0.029,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC191,0.517,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC193,0.187,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC207,0.037,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC215,0.37,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC225,29.472,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC226,3.168,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC227,0.426,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC228,0.669,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC229,0.097,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC243,0.256,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC244,0.059,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC260,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC261,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC262,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC263,0,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC311,0.113,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC314,0.288,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC316,0.36,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC317,0.115,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC355,1.736,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC395,2.964,RxHCC,R08
Rx_CE_NoLowNoAged_RXHCC396,0,RxHCC,R08
Rx_CE_LowAged_F65_69,0.338,RxHCC,R08
Rx_CE_LowAged_F70_74,0.048,RxHCC,R08
Rx_CE_LowAged_F75_79,0.048,RxHCC,R08
Rx_CE_LowAged_F80_84,0.048,RxHCC,R08
Rx_CE_LowAged_F85_89,0.048,RxHCC,R08
Rx_CE_LowAged_F90_94,0.048,RxHCC,R08
Rx_CE_LowAged_F95_GT,0.048,RxHCC,R08
Rx_CE_LowAged_M65_69,0.334,RxHCC,R08
Rx_CE_LowAged_M70_74,0.249,RxHCC,R08
Rx_CE_LowAged_M75_79,0.165,RxHCC,R08
Rx_CE_LowAged_M80_84,0.056,RxHCC,R08
Rx_CE_LowAged_M85_89,0.056,RxHCC,R08
Rx_CE_LowAged_M90_94,0.056,RxHCC,R08
Rx_CE_LowAged_M95_GT,0.056,RxHCC,R08
Rx_CE_LowAged_F65OD,0.282,RxHCC,R08
Rx_CE_LowAged_M65OD,0.165,RxHCC,R08
Rx_CE_LowAged_RXHCC1,8.449,RxHCC,R08
Rx_CE_LowAged_RXHCC5,0.548,RxHCC,R08
Rx_CE_LowAged_RXHCC15,13.318,RxHCC,R08
Rx_CE_LowAged_RXHCC16,11.996,RxHCC,R08
Rx_CE_LowAged_RXHCC17,10.176,RxHCC,R08
Rx_CE_LowAged_RXHCC18,3.764,RxHCC,R08
Rx_CE_LowAged_RXHCC19,3.764,RxHCC,R08
Rx_CE_LowAged_RXHCC20,1.108,RxHCC,R08
Rx_CE_LowAged_RXHCC21,0.454,RxHCC,R08
